Accession_number	Region	Domain
Q9Y2H8	[404, 426]	Zinc finger, C2H2 type
Q9Y5Y6	[453, 486]	Low-density lipoprotein receptor domain class A
A2VDJ0	[1246, 1277]	No_PFAM_overlap
A2VDJ0	[1559, 1608]	No_PFAM_overlap
A6NCL7	[257, 307]	No_PFAM_overlap
A6NCL7	[318, 343]	No_PFAM_overlap
O60353	[508, 509]	Frizzled/Smoothened family membrane region
P26022	[35, 58]	No_PFAM_overlap
P36269	[53, 54]	Gamma-glutamyltranspeptidase
P78386	[122, 126]	Intermediate filament protein
Q07954	[150, 188]	Calcium-binding EGF domain
Q07954	[462, 523]	No_PFAM_overlap
Q07954	[807, 842]	Coagulation Factor Xa inhibitory site
Q07954	[1530, 1555]	No_PFAM_overlap
Q07954	[1839, 1899]	No_PFAM_overlap
Q07954	[2153, 2188]	No_PFAM_overlap
Q07954	[2962, 2985]	Complement Clr-like EGF-like
Q07954	[3294, 3330]	Coagulation Factor Xa inhibitory site
Q07954	[4146, 4407]	No_PFAM_overlap
Q13535	[940, 960]	No_PFAM_overlap
Q15366	[217, 238]	No_PFAM_overlap
Q5VV67	[299, 322]	No_PFAM_overlap
Q5VV67	[1603, 1659]	No_PFAM_overlap
Q6PK81	[191, 213]	Zinc finger, C2H2 type
Q6ZVN8	[37, 48]	Repulsive guidance molecule (RGM) N-terminal domain
Q6ZVN8	[164, 169]	Repulsive guidance molecule (RGM) C-terminal domain
Q76I76	[1253, 1297]	No_PFAM_overlap
Q7RTV3	[13, 28]	No_PFAM_overlap
Q7RTV3	[196, 219]	Zinc finger, C2H2 type
Q8IV33	[926, 960]	No_PFAM_overlap
Q8IZ73	[414, 430]	No_PFAM_overlap
Q8IZ73	[487, 508]	No_PFAM_overlap
Q8N7R7	[115, 133]	No_PFAM_overlap
Q8NEC7	[351, 366]	No_PFAM_overlap
Q8NEC7	[573, 627]	No_PFAM_overlap
Q8NG08	[49, 73]	No_PFAM_overlap
Q8NG08	[741, 798]	No_PFAM_overlap
Q8TBE9	[224, 241]	No_PFAM_overlap
Q8WUF8	[345, 353]	Arb2 domain
Q9H5I1	[0, 25]	No_PFAM_overlap
Q9H5I1	[375, 409]	No_PFAM_overlap
Q9HA64	[13, 16]	Fructosamine kinase
Q9HCU4	[38, 143]	No_PFAM_overlap
Q9HCU4	[1227, 1368]	No_PFAM_overlap
Q9HCU4	[1578, 1607]	EGF-like domain
Q9HCU4	[1924, 1964]	Laminin EGF domain
Q9P2D3	[1011, 1040]	No_PFAM_overlap
Q9P2D3	[1099, 1115]	No_PFAM_overlap
Q9P2D3	[1130, 1150]	No_PFAM_overlap
Q9Y5H2	[775, 811]	No_PFAM_overlap
A0ABB0MV19	[554, 581]	No_PFAM_overlap
A0ABB0MV19	[593, 611]	No_PFAM_overlap
A8MQ14	[76, 99]	No_PFAM_overlap
A8MQ14	[211, 219]	Zinc finger, C2H2 type
O43155	[23, 44]	No_PFAM_overlap
O43155	[621, 652]	No_PFAM_overlap
O60242	[215, 245]	No_PFAM_overlap
O60242	[296, 342]	Thrombospondin type 1 domain
O60242	[1162, 1225]	No_PFAM_overlap
O95487	[538, 579]	No_PFAM_overlap
P02748	[46, 94]	Thrombospondin type 1 domain
P02748	[240, 262]	No_PFAM_overlap
P20774	[58, 117]	No_PFAM_overlap
Q06730	[157, 183]	No_PFAM_overlap
Q06730	[328, 350]	Zinc finger, C2H2 type
Q06732	[163, 188]	No_PFAM_overlap
Q06732	[329, 351]	Zinc finger, C2H2 type
Q0VG06	[151, 166]	No_PFAM_overlap
Q0VG06	[183, 217]	No_PFAM_overlap
Q0VG06	[450, 455]	Fanconi anemia-associated
Q0VGE8	[157, 176]	No_PFAM_overlap
Q0VGE8	[229, 251]	Zinc finger, C2H2 type
Q12918	[82, 103]	No_PFAM_overlap
Q13115	[142, 152]	Rhodanese-like domain
Q2QGD7	[208, 232]	Zinc finger, C2H2 type
Q5SVZ6	[279, 309]	Zinc finger MYM-type protein 4-like, TRASH domain
Q5SVZ6	[493, 500]	ZMYM1/FAM200, RNase-like domain
Q5SVZ6	[920, 936]	No_PFAM_overlap
Q5W0U4	[21, 60]	No_PFAM_overlap
Q6S9Z5	[96, 116]	zinc-finger of a C2HC-type
Q6S9Z5	[221, 243]	zinc-finger of a C2HC-type
Q6ZMQ8	[487, 542]	No_PFAM_overlap
Q86X10	[442, 475]	No_PFAM_overlap
Q86X10	[500, 525]	No_PFAM_overlap
Q86X10	[1216, 1235]	No_PFAM_overlap
Q8IVF1	[136, 152]	NUT protein
Q8IXI1	[534, 575]	No_PFAM_overlap
Q8NHL6	[146, 183]	No_PFAM_overlap
Q8TDY4	[687, 713]	No_PFAM_overlap
Q8TER0	[272, 307]	EGF-like domain
Q8TER0	[1311, 1341]	EGF-like domain
Q96CM8	[78, 82]	AMP-binding enzyme
Q96SZ5	[1, 17]	No_PFAM_overlap
Q9BRP4	[0, 46]	No_PFAM_overlap
Q9H6E5	[538, 549]	Cid1 family poly A polymerase
Q9H6E5	[595, 618]	No_PFAM_overlap
Q9NRE2	[137, 156]	No_PFAM_overlap
Q9NRE2	[173, 245]	No_PFAM_overlap
Q9NRE2	[259, 302]	No_PFAM_overlap
Q9NRE2	[357, 421]	No_PFAM_overlap
Q9NRE2	[999, 1021]	No_PFAM_overlap
Q9NTG1	[191, 226]	No_PFAM_overlap
Q9NTG1	[1039, 1054]	No_PFAM_overlap
Q9UBS8	[258, 277]	No_PFAM_overlap
Q9UBS8	[400, 436]	IBR domain
O15014	[250, 266]	No_PFAM_overlap
O15014	[316, 316]	ZNF609 small beta sheet domain
O15079	[452, 469]	No_PFAM_overlap
O75528	[0, 17]	No_PFAM_overlap
P25940	[208, 228]	No_PFAM_overlap
P56715	[1237, 1321]	No_PFAM_overlap
P56715	[2090, 2117]	No_PFAM_overlap
Q5VW22	[94, 115]	No_PFAM_overlap
Q76L83	[1122, 1159]	No_PFAM_overlap
Q7Z6R9	[116, 147]	No_PFAM_overlap
Q7Z6R9	[211, 222]	Transcription factor AP-2
Q8N9Z9	[52, 91]	No_PFAM_overlap
Q96PG2	[184, 206]	No_PFAM_overlap
Q96QU8	[288, 308]	No_PFAM_overlap
Q9NQ32	[233, 304]	No_PFAM_overlap
Q9UMS6	[89, 139]	No_PFAM_overlap
A0A1B0GTH6	[149, 175]	No_PFAM_overlap
A6NI61	[201, 220]	No_PFAM_overlap
O00548	[182, 224]	Delta serrate ligand
O15537	[80, 86]	F5/8 type C domain
O75095	[226, 243]	Complement Clr-like EGF-like
O75095	[568, 613]	Laminin EGF domain
P01871	[21, 28]	Immunoglobulin C1-set domain
P57682	[260, 284]	Zinc finger, C2H2 type
Q14584	[212, 234]	Zinc finger, C2H2 type
Q15910	[69, 94]	No_PFAM_overlap
Q15910	[559, 590]	CXC domain
Q2KHN1	[20, 57]	Zinc finger, C3HC4 type (RING finger)
Q68CJ9	[134, 235]	No_PFAM_overlap
Q6ZMP0	[324, 341]	ADAMTS cysteine-rich domain
Q6ZMP0	[975, 1005]	PLAC (protease and lacunin) domain
Q6ZVT6	[72, 109]	No_PFAM_overlap
Q6ZWJ8	[138, 192]	von Willebrand factor type C domain
Q6ZWJ8	[1151, 1208]	von Willebrand factor type C domain
Q6ZWJ8	[1337, 1363]	von Willebrand factor type D domain
Q86UE6	[21, 48]	No_PFAM_overlap
Q86UE6	[501, 521]	No_PFAM_overlap
Q8NDC4	[123, 144]	No_PFAM_overlap
Q8NDT2	[299, 327]	No_PFAM_overlap
Q96EX2	[383, 388]	Ring finger domain
Q96GW7	[706, 711]	Lectin C-type domain
Q9BUA6	[91, 96]	EF-hand domain
Q9Y2G3	[388, 429]	No_PFAM_overlap
Q9Y2G3	[496, 520]	No_PFAM_overlap
Q9Y2G3	[1098, 1100]	Phospholipid-translocating P-type ATPase C-terminal
A0A3B3IT33	[35, 55]	zinc finger of C3HC4-type, RING
O75486	[264, 287]	No_PFAM_overlap
O95069	[372, 422]	No_PFAM_overlap
Q05707	[1401, 1456]	No_PFAM_overlap
Q08999	[417, 427]	Retinoblastoma-associated protein A domain
Q09327	[159, 176]	No_PFAM_overlap
Q15813	[129, 158]	No_PFAM_overlap
Q16671	[13, 33]	No_PFAM_overlap
Q38SD2	[58, 83]	No_PFAM_overlap
Q4G163	[625, 684]	No_PFAM_overlap
Q4KMG0	[914, 919]	Fibronectin type III domain
Q4KMG0	[1102, 1132]	No_PFAM_overlap
Q5D0E6	[261, 282]	No_PFAM_overlap
Q5UE93	[257, 264]	Phosphoinositide 3-kinase gamma adapter protein p101 subunit
Q5W111	[0, 18]	No_PFAM_overlap
Q96BZ4	[85, 110]	No_PFAM_overlap
Q96BZ4	[488, 505]	No_PFAM_overlap
Q96T88	[318, 363]	PHD-finger
Q96T88	[417, 420]	SAD/SRA domain
Q96T88	[728, 776]	No_PFAM_overlap
Q9BTC0	[386, 431]	No_PFAM_overlap
Q9HC10	[766, 795]	No_PFAM_overlap
Q9HC10	[1245, 1290]	No_PFAM_overlap
Q9NZT2	[88, 99]	Opioid growth factor receptor (OGFr) conserved region
Q9P244	[25, 44]	No_PFAM_overlap
Q9ULH4	[0, 21]	No_PFAM_overlap
A6NCL1	[0, 30]	No_PFAM_overlap
A6NCL1	[293, 304]	Geminin coiled-coil domain-containing protein 1, C-terminal domain
O15244	[45, 125]	No_PFAM_overlap
O75326	[493, 521]	Plexin repeat
O75460	[329, 346]	No_PFAM_overlap
P07204	[22, 38]	No_PFAM_overlap
P07204	[406, 439]	Thrombomodulin like fifth domain, EGF-like
P0CH99	[172, 194]	Zinc finger, C2H2 type
P51888	[66, 96]	No_PFAM_overlap
P55196	[917, 950]	No_PFAM_overlap
P55196	[963, 984]	No_PFAM_overlap
Q01850	[317, 339]	No_PFAM_overlap
Q12769	[10, 46]	No_PFAM_overlap
Q13822	[58, 96]	Somatomedin B domain
Q14314	[27, 63]	No_PFAM_overlap
Q14314	[87, 105]	No_PFAM_overlap
Q14314	[180, 202]	No_PFAM_overlap
Q5K651	[146, 171]	No_PFAM_overlap
Q6ZN32	[203, 245]	No_PFAM_overlap
Q6ZN32	[281, 308]	No_PFAM_overlap
Q7Z407	[486, 504]	Sushi repeat (SCR repeat)
Q86WG5	[1623, 1642]	No_PFAM_overlap
Q8NFP7	[19, 20]	NUDIX domain
Q8TBP0	[33, 67]	No_PFAM_overlap
Q8TBP0	[362, 384]	No_PFAM_overlap
Q8TBP0	[697, 725]	No_PFAM_overlap
Q9BR61	[254, 255]	Ankyrin repeats (3 copies)
Q9HBH9	[358, 368]	Protein kinase domain
Q9UL17	[328, 357]	No_PFAM_overlap
Q9UPT8	[395, 415]	CCCH-type zinc finger
P00519	[0, 37]	No_PFAM_overlap
P16471	[593, 620]	No_PFAM_overlap
Q00532	[297, 355]	No_PFAM_overlap
Q03923	[174, 196]	Zinc finger, C2H2 type
Q13888	[345, 385]	TFIIH C1-like domain
Q3YBR2	[183, 186]	F/Y-rich N-terminus
Q3YBR2	[317, 323]	F/Y rich C-terminus
Q60I27	[566, 656]	No_PFAM_overlap
Q8N8U9	[6, 62]	No_PFAM_overlap
Q8N8U9	[560, 625]	C8 domain
Q8TEA1	[394, 400]	16S rRNA methyltransferase RsmB/F
Q8WYQ5	[72, 111]	No_PFAM_overlap
Q8WYQ5	[143, 164]	No_PFAM_overlap
Q96N67	[1264, 1279]	No_PFAM_overlap
Q96P44	[404, 445]	No_PFAM_overlap
Q96P44	[791, 817]	No_PFAM_overlap
Q9BZQ8	[4, 29]	No_PFAM_overlap
Q9BZR9	[15, 53]	RING-type zinc-finger
Q9BZR9	[461, 488]	No_PFAM_overlap
Q9HCL3	[312, 332]	C2H2-type zinc finger
Q9NSD7	[189, 196]	7 transmembrane receptor (rhodopsin family)
Q9UJX5	[544, 560]	No_PFAM_overlap
A8MT70	[414, 437]	No_PFAM_overlap
A8MT70	[576, 612]	No_PFAM_overlap
O43187	[458, 509]	No_PFAM_overlap
O43307	[71, 101]	No_PFAM_overlap
O43572	[102, 118]	No_PFAM_overlap
O75094	[280, 303]	Leucine rich repeat N-terminal domain
O75094	[462, 486]	Leucine rich repeat C-terminal domain
O75094	[725, 745]	Leucine rich repeat N-terminal domain
O75094	[1083, 1104]	Human growth factor-like EGF
O75094	[1372, 1400]	EGF-like domain
O75820	[148, 170]	Zinc finger, C2H2 type
P0C7V9	[0, 29]	No_PFAM_overlap
P11926	[428, 460]	No_PFAM_overlap
P30511	[281, 287]	Immunoglobulin C1-set domain
Q01538	[800, 827]	Zinc finger, C2HC type
Q13129	[650, 738]	No_PFAM_overlap
Q13129	[930, 987]	No_PFAM_overlap
Q13129	[1039, 1066]	No_PFAM_overlap
Q13129	[1172, 1195]	Zinc finger, C2H2 type
Q13129	[1301, 1497]	No_PFAM_overlap
Q14573	[1552, 1574]	No_PFAM_overlap
Q14573	[2128, 2157]	No_PFAM_overlap
Q53RY4	[188, 203]	Beta-casein like protein
Q5T1R4	[220, 242]	Zinc finger, C2H2 type
Q5T1R4	[635, 674]	No_PFAM_overlap
Q5T1R4	[1614, 1640]	No_PFAM_overlap
Q5T1R4	[1754, 1776]	Zinc finger, C2H2 type
Q5TIA1	[1249, 1271]	No_PFAM_overlap
Q63HN1	[70, 117]	No_PFAM_overlap
Q6NSW7	[213, 300]	No_PFAM_overlap
Q6ZP01	[321, 483]	No_PFAM_overlap
Q6ZP01	[549, 587]	No_PFAM_overlap
Q7RTS6	[428, 439]	Otopetrin
Q8NB50	[197, 220]	C2H2-type zinc finger
Q8NB50	[358, 359]	Zinc finger, C2H2 type
Q8WWW0	[132, 171]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q93084	[326, 353]	No_PFAM_overlap
Q93084	[655, 678]	No_PFAM_overlap
Q96CX6	[324, 341]	No_PFAM_overlap
Q96F81	[68, 159]	No_PFAM_overlap
Q96F81	[324, 353]	No_PFAM_overlap
Q96F81	[1130, 1146]	No_PFAM_overlap
Q96F81	[1250, 1323]	No_PFAM_overlap
Q96F81	[1365, 1418]	No_PFAM_overlap
Q96F81	[1459, 1523]	No_PFAM_overlap
Q9BQ31	[420, 436]	No_PFAM_overlap
Q9BXK1	[128, 151]	Zinc finger, C2H2 type
Q9BY15	[67, 109]	Calcium-binding EGF domain
Q9BY15	[188, 208]	No_PFAM_overlap
Q9C0C7	[287, 318]	No_PFAM_overlap
Q9P0L9	[59, 87]	No_PFAM_overlap
Q9P2J9	[61, 76]	No_PFAM_overlap
Q9UNQ0	[585, 586]	ABC-2 type transporter
O14867	[130, 181]	No_PFAM_overlap
O14867	[456, 476]	No_PFAM_overlap
P05023	[348, 374]	No_PFAM_overlap
P05160	[114, 146]	Sushi repeat (SCR repeat)
P05160	[524, 525]	Sushi repeat (SCR repeat)
P14210	[128, 206]	Kringle domain
P31267	[156, 162]	Homeodomain
P35030	[81, 86]	Trypsin
P43694	[217, 249]	GATA zinc finger
P50851	[1461, 1477]	No_PFAM_overlap
P50851	[1678, 1703]	No_PFAM_overlap
Q15057	[698, 704]	Ankyrin repeats (3 copies)
Q16760	[971, 977]	Diacylglycerol kinase delta, helical domain
Q3SXZ3	[171, 193]	Zinc finger, C2H2 type
Q7Z2T5	[120, 144]	No_PFAM_overlap
Q7Z2T5	[242, 251]	N2,N2-dimethylguanosine tRNA methyltransferase
Q86YR6	[23, 124]	No_PFAM_overlap
Q8NCT3	[191, 234]	No_PFAM_overlap
Q8WTQ7	[533, 550]	No_PFAM_overlap
Q96EY4	[149, 162]	Translation machinery-associated protein 16
Q96PT3	[11, 38]	No_PFAM_overlap
O15056	[17, 38]	No_PFAM_overlap
O76015	[104, 122]	Intermediate filament protein
O76015	[407, 414]	Intermediate filament protein
O94889	[272, 277]	KLHDC2/KLHL20/DRC7 Kelch-repeats domain
P08571	[22, 41]	No_PFAM_overlap
P08571	[311, 334]	No_PFAM_overlap
P35713	[321, 383]	No_PFAM_overlap
P35789	[173, 195]	Zinc finger, C2H2 type
P38567	[429, 445]	Hyaluronidase
Q07864	[642, 670]	No_PFAM_overlap
Q304Z4	[322, 353]	No_PFAM_overlap
Q6IQ55	[438, 514]	No_PFAM_overlap
Q6ZS27	[13, 89]	No_PFAM_overlap
Q6ZS27	[197, 214]	Zinc finger, C2H2 type
Q71F56	[590, 645]	No_PFAM_overlap
Q71F56	[956, 972]	No_PFAM_overlap
Q71F56	[1151, 1171]	No_PFAM_overlap
Q8NE63	[374, 394]	No_PFAM_overlap
Q96F07	[1258, 1277]	No_PFAM_overlap
Q96HD1	[245, 276]	Calcium-binding EGF domain
Q9BU40	[37, 97]	VWC2L-like domain
Q9BV87	[255, 364]	No_PFAM_overlap
Q9H1A4	[982, 985]	Anaphase-promoting complex subunit 1 middle domain
Q9H582	[448, 470]	Zinc finger, C2H2 type
Q9H582	[943, 1019]	No_PFAM_overlap
Q9H9S0	[213, 300]	No_PFAM_overlap
Q9HC78	[94, 94]	BTB/POZ domain
Q9HC78	[233, 258]	No_PFAM_overlap
Q9NSK0	[465, 496]	Tetratricopeptide repeat
Q9NYL9	[145, 146]	Tropomodulin
Q9UET6	[207, 245]	No_PFAM_overlap
A2RUB1	[23, 70]	No_PFAM_overlap
A2RUB1	[254, 339]	No_PFAM_overlap
A2RUB1	[747, 754]	Meiosis-specific coiled-coil domain-containing protein MEIOC
A3QJZ6	[149, 153]	PRAME C-terminal domain
O00161	[86, 95]	SNAP-25 family
O15194	[33, 62]	No_PFAM_overlap
O15305	[1, 18]	No_PFAM_overlap
O60381	[180, 208]	No_PFAM_overlap
P02787	[678, 683]	Transferrin
P26599	[10, 33]	No_PFAM_overlap
P54764	[233, 262]	Ephrin cysteine rich domain
P85299	[215, 239]	No_PFAM_overlap
Q12791	[675, 750]	No_PFAM_overlap
Q13214	[584, 597]	Immunoglobulin domain
Q15928	[367, 389]	C2H2-type zinc finger
Q56VL3	[114, 114]	Ovarian carcinoma immunoreactive antigen (OCIA)
Q5JR12	[105, 138]	No_PFAM_overlap
Q6ZQQ6	[1240, 1261]	No_PFAM_overlap
Q7Z5K2	[268, 306]	No_PFAM_overlap
Q7Z5K2	[1003, 1023]	No_PFAM_overlap
Q8IWU6	[430, 516]	No_PFAM_overlap
Q8IWU6	[734, 741]	Sulfatase protein
Q8IWU6	[834, 853]	No_PFAM_overlap
Q8N302	[515, 554]	No_PFAM_overlap
Q8NF50	[180, 218]	No_PFAM_overlap
Q8NF50	[881, 898]	No_PFAM_overlap
Q96K80	[79, 97]	RNA-binding, Nab2-type zinc finger
Q96NW7	[469, 523]	No_PFAM_overlap
Q96NW7	[1428, 1449]	No_PFAM_overlap
Q9C0G0	[167, 283]	No_PFAM_overlap
Q9C0G0	[464, 494]	No_PFAM_overlap
Q9C0G0	[518, 642]	No_PFAM_overlap
Q9C0G0	[703, 787]	No_PFAM_overlap
Q9C0G0	[848, 910]	No_PFAM_overlap
Q9C0G0	[1014, 1071]	No_PFAM_overlap
Q9C0G0	[1360, 1428]	No_PFAM_overlap
Q9C0G0	[1441, 1503]	No_PFAM_overlap
Q9C0G0	[1525, 1560]	No_PFAM_overlap
Q9C0G0	[1714, 1736]	Zinc finger, C2H2 type
Q9H7J1	[158, 171]	Carbohydrate/starch-binding module (family 21)
Q9NR99	[245, 287]	No_PFAM_overlap
Q9NS68	[119, 149]	TNFRSF19 second TNFR Cys domain
Q9NS68	[209, 269]	No_PFAM_overlap
Q9Y210	[73, 102]	No_PFAM_overlap
C9JH25	[646, 672]	No_PFAM_overlap
